Document,Topic,roberta_polarity,roberta_sentiment
It's purpose was to be a centerpiece of a brand new development because not everything needs to be just concrete plazas and trees.,topic_16,0.3274774,Positive
"No one’s dumb enough to think that land worth billion$ would be turned into a mere park, with no commercial viability these days. But it’s reasonable to expect someone who gets significant tax forgiveness for development, adjacent to or inclusive of public space to keep their end of the bargain vis a vis green space.",topic_16,-0.55112803,Negative
Also they limit protest in the area and a whole slew of shit like that.,topic_16,-0.7113937,Negative
This public/private partnership bullshit is only getting worse. How fucking dare anybody come into the city and make whole city blocks a semi-private space.,topic_16,-0.7305939,Negative
Did they really steal or is it misconstrued to make it look like they stole? The government was done with building low income housing decades ago and decided that developers are better at it. The condition is that developers set aside a percentage of their condos for the poor.,topic_16,-0.5298956,Negative
You sound like a real estate agent.,topic_16,-0.5915194,Negative
look at Central Park. A huge part of the city put aside that can be enjoyed by rich and poor,topic_16,0.65840906,Positive
"and here, a space that could have been used for many grander things, and this is what we've got. More offices? More expensive apartments? More of the same? There are so many new and unique things that could have been put on that space that millions of NYers and visitors could have enjoyed for a hundred years",topic_16,0.0399787,Neutral
Not everything needs to be a park.,topic_16,0.07982977,Neutral
"It’s really easy to complain about things. It was a train yard before. Now it’s offices, residential towers, a mall and park.",topic_16,-0.6043678,Negative
"It may seem like elitist and there are many pricey condos, but it still generates millions of incremental tax dollars relative to a train yard. And those tax dollars pay for New York City.",topic_16,0.10955848,Neutral
It can be for people who live on the 7 line or who live in the immediate area... Lots of places convenient to you won't be convenient to me because of the geographical differences in where people live in this massive city.,topic_16,-0.3713602,Negative
I'm not going to argue on the pros and cons of the actual development given that most of you will never be happy with anything that isn't some sort of park or affordable housing.,topic_16,-0.56489956,Negative
"When you try to build anything in any neighborhood, you'll have hundreds of people at community board meetings shouting it down. Harlem or any other neighborhood wasn't going to use that money.",topic_16,-0.597982,Negative
"The gerrymandering is very sketch. But the way this program was intended to work, you’d see a bunch of new luxury housing/offices right in Harlem financed by the foreign investment money, and I have a feeling the anti-HY crowd would have been even more upset by that. YMMV though.",topic_16,-0.62914515,Negative
You mean the same public housing projects that are still dealing with lead paint? That's who you want to give even more money to?,topic_16,-0.66403675,Negative
They lied about their compliance. NYCHA poisoned children.,topic_16,-0.72589743,Negative
"Not even a little impressed? Regardless of it's usage for the rich, it was literally one of the biggest single developments in years. The cantilever structure above the rail yard and tracks is an engineering marvel too. I can't not find it impressive that there was basically nothing there just a few years ago and now the entire area is different (for better or worse). I only wish transit development moved this quickly...",topic_16,0.5915194,Positive
It’s isolated to keep the poors away.,topic_16,-0.27290508,Negative
The poors can't find the 7 train?,topic_16,-0.37136024,Negative
I think BigBrad is talking about how there's nothing but luxury housing in that little enclave so most people are priced out of living there,topic_16,-0.492988,Negative
"Most US citizens are priced out of living in NY, and most NYers are priced out of desirable parts of Manhattan.  You don't see people bitching about the Empire State Building.",topic_16,-0.41364443,Negative
"It's a soulless metal ornament with no meaning other than to be a social media friendly marketing item for a space catering to the rich. Other than the real estate developers and marketing people for the area, no one would miss the ugly meta shwarma if it were razed to the ground. At minimum they need to make changes to prevent jumping. I would rather a festive turd in Times Square get landmark status than this thing.",topic_16,-0.7013741,Negative
"I don't get how HY caters to the rich more than any other part of Midtown. There's offices, public plazas, a subway station. How is that worse than the train yard it's on top of?",topic_16,-0.66959023,Negative
The Shed’s awning failing 3x out of the hundreds of times it has been used is small potatoes.,topic_16,-0.6910695,Negative
"Sure, but one is a public park and one is a memorial, which isn't traditional development.  You probably hate the Oculus, for example, and would hate the freaking Empire State Building if it was built today.  ""The Empire State Building stands as a monument to capitalism and the mega-rich in a spot that could be used to make work more accessible with low income housing...""",topic_16,-0.66403675,Negative
"The apartments are expensive, but that's new build anywhere desirable in Manhattan.  It's not like Midtown or FiDi new developments are affordable.",topic_16,-0.6043678,Negative
"there is def some dark energy that structure is channeling. where it came from, one can only speculate, but there are things we dont fully understand about the world we live in and the energy that suffuses existence - at least as we can perceive.",topic_16,-0.48538113,Negative
"I'm not from New York but I've visited a lot and lived there for a summer. Have yet to see the Vessel. I feel all cities are doing obnoxious shit like this. Like how Lower Manhattan and the WTC area is being developed. For who? Rich people? I would rather money go towards better transportation infrastructure or affordable housing, not some stupid building to make some architect feel better about themselves.",topic_16,-0.59798205,Negative
NYC needs more affordable housing desperately and instead we made an 87th fancy park,topic_16,-0.6169093,Negative
