Document,Topic,roberta_polarity,roberta_sentiment
"Do you feel like we should 1) demolish the whole thing, 2) implement changes to make it harder to jump (nets/higher railings/etc) or 3) leave it as is and let it become part of our city's history and landmark?",topic_19,-0.4381993,Negative
"Close to the Subway, so easy commute.",topic_19,0.7113937,Positive
"Lots of steps, all with low railing, so ... lots of opportunity.",topic_19,0.71629786,Positive
"I mean, both those things are terrible. People kill themselves, and they skid their legs, increasing prices instead of improving safety. The best they can do is have take-up space while closed, no rebuild railing, no plants placed on the structure, just pile of expensive metal crap.",topic_19,-0.73978305,Negative
"And not everything needs to be a concrete or glass surface here. But for those of us who’ve spent our lives here, more green space is always welcome.",topic_19,0.5849799,Positive
"Yeah, those were the big ones, but there were more. Quite a few people went up to the roofs of their dorms as well. Really sad shit.",topic_19,-0.7113937,Negative
It's a suicide magnet and I'm offended at the excuses given for not raising the damn railings - life/death are more important than aesthetics,topic_19,-0.7352223,Negative
"Practically speaking, the only option is to attempt further safety improvements such as higher railings.   Demolition is not really an option.",topic_19,-0.27290508,Negative
"Demolition is always an option, but considering the cost of construction and installation, I very much doubt it is something they would ever consider, especially without having a clear plan of what to replace it with (and short of a fountain or some sort I can't see it).",topic_19,-0.680476,Negative
Lmao I remember when the renderings came out the first thing my colleagues (architects) and I said was someone’s gonna jump from it. It’s a cool concept but a waste of money and now def going to be useless if they they close it again. They should raise the glass railings higher (make it like a glass wall) so it looks connected to the level above to potentially not kill the concept and call it a day. I doubt they’d demolish it.,topic_19,-0.62914515,Negative
"It's fine. I don't mind it. It's not crazy amazing, but whatever. The main thing is they need to make it stop being a suicide magnet. Higher railings. Fences. Whatever it takes.",topic_19,-0.27290508,Negative
And also so high!,topic_19,0.7064193,Positive
Just add fencing/railing so people can't jump.,topic_19,-0.47770005,Negative
I’d like to see a fashion show there.  (Starting at the top obviously so the models don’t get exhausted.),topic_19,0.4053213,Positive
"Well when it happens 3 times already with minimal (and insufficient) restructure of safety protocols, I think it is okay to assume that major changes were never a top priority.",topic_19,-0.5915194,Negative
"You mean that giant beehive thing? Waste of space, probably shouldn't have been made in the first place but it's probably not worthwhile to tear it down. Nets or higher railings would probably be a good thing.",topic_19,-0.7013741,Negative
The Edge actually has glass barriers that require SOME effort to climb.,topic_19,-0.10955847,Neutral
"The question would never come up in those cases. Security, cameras, rails or other barriers. The structure is unique and compelling.",topic_19,0.38847268,Positive
They should put big pointy spikes on the ground around it.,topic_19,-0.5298956,Negative
The view from the inside is way cooler.,topic_19,0.67506987,Positive
"“We stand upon the brink of a precipice. We peer into the abyss—we grow sick and dizzy. Our first impulse is to shrink away from the danger. Unaccountably we remain... it is but a thought, although a fearful one, and one which chills the very marrow of our bones with the fierceness of the delight of its horror. It is merely the idea of what would be our sensations during the sweeping precipitancy of a fall from such a height... for this very cause do we now the most vividly desire it.”",topic_19,-0.6169093,Negative
The subway tracks,topic_19,0.0,Neutral
"Why isn't there any talk of far higher barriers,",topic_19,-0.5441271,Negative
"Put a fun, foam pit beneath it.",topic_19,0.5079774,Positive
Put a bird on it.,topic_19,-0.17808086,Neutral
They should just put an IHOP at the top and put 10 foot glass barriers all around. Maybe instead of jumping someone will just have pancakes.,topic_19,-0.07982977,Neutral
That sucks. I really wanted to see it.,topic_19,-0.69625765,Negative
I had the exact same feeling! I’m also scared of heights and the railings are so surprisingly low? I made it to the top to look around but the whole time I was so nervous! I felt like I could fall over 😭,topic_19,-0.64692944,Negative
That sucks. I really wanted to see it.,topic_19,-0.69625765,Negative
"Or just redesign the thing and enclose it in glass. Plexiglass would look like garbage after a short time, especially outside",topic_19,-0.66403675,Negative
Which are now required to have limited window openings and guardrails or plexiglass barriers,topic_19,-0.07982977,Neutral
Or chain link fences if roof access is permitted.,topic_19,-0.10955847,Neutral
"Before they put up the barriers, NYU also suffered from a ""high drop out rate"".",topic_19,-0.56489956,Negative
Isn’t it the same for any tall building? I live in Chicago so perhaps NYC is different… but I can hop off my balcony from the 11th floor to the 4th floor amenity deck. I could go the 18th floor and hop off the other amenity deck down to ground level. Most buildings I’ve seen have balconies facing the sidewalk.,topic_19,0.029991005,Neutral
School and the subway provide irreplaceable services. It's a bit different.,topic_19,0.28213483,Positive
8-foot panels of plexiglass will fix this. They can afford it.,topic_19,0.009999657,Neutral
He could had easily done it on the subway if that were the case,topic_19,-0.09966799,Neutral
Maybe they can fully dismantle it then re-assemble it upside down? That way it tapers to a point instead of flaring out at the top. In this configuration each level is smaller than the one it’s above and anyone leaping off falls one flight only.  The area at street level inside the cone will need a bit of thought though.....,topic_19,-0.029991008,Neutral
Yah but then they gotta seal up the inside facing parts of the walkway because now the inside is the danger side with the clear straight drop from every level.,topic_19,-0.5153593,Negative
Not if the wall is plexiglass covering the entire or most of the opening on each level. The top level can have a barrier as tall as Top of the Rock's.,topic_19,0.049958378,Neutral
"Complicated issue. The piece obviously attracts people and is open to the public, and therefore is a target for jumpers. NYC also has subway tracks that people jump on, buildings that people jump out of, etc... Not sure you're really going to stop somebody who really wants to end their life by putting plexiglass on this thing.",topic_19,-0.5441271,Negative
Rails?,topic_19,0.029991,Neutral
You have brands that we do not have easily available,topic_19,-0.38847268,Negative
I've been there 3 times it's always crowded and there's nothing in there I'm just baffled at all the traffic it gets.,topic_19,-0.7113937,Negative
“I shall make this my castle”,topic_19,0.48538113,Positive
How nobody considered larger panels of glass on the top is beyond me,topic_19,-0.4300842,Negative
Make us whole again,topic_19,0.6106769,Positive
or a transformers chastity belt,topic_19,0.089757785,Neutral
It’s not copper so it will not oxidize. It’s high polished stainless steel,topic_19,0.099667996,Neutral
Demolish small buildings and build taller ones.,topic_19,-0.14888503,Neutral
"They're not waist height - they're probably about 4' high based on renderings, so chest height for adults, and chin/head height for children.",topic_19,0.13909245,Neutral
I’m kinda worried about people dropping stuff. A phone from that height could really hurt.,topic_19,-0.67506987,Negative
I don't know what other safety features they have in place - just saying the glass is a lot taller than it appears.,topic_19,-0.43008423,Negative
"Despite your pessimism you shouldn't be getting down voted. The top floor is certainly a death trap. The railings are only about 4ft over the walkway. I, being over 6tf, was very uncomfortable being at the top. It can also get Very windy at that height being that there is currently nothing to block the wind coming off the river. The most notable trouble areas are where the top most stairs meets the top most platforms and the railing steeply dips down. Someone can easily go over the edge, intentionally or not. We started taking bets on how long it will take after opening for someone to go off. I'm very confident the top, if not the whole structure, will be closed off within the first month.",topic_19,-0.5849799,Negative
"Thank you. Finally, someone who has a shared perspective. No doubt the top promenade will be enclosed just as our other glorious, tall attractions. Just a matter of time.",topic_19,0.7352223,Positive
...and the 50 foot magnifying glass. And that escalator to nowhere.,topic_19,-0.57167,Negative
Thank you! It’s some of the guard rail and also from the pano at 24mm. It was freezing up there so I was lazy and made it quick lol,topic_19,0.5370496,Positive
Its definitely next level !,topic_19,0.7487043,Positive
"I was on the high line this last december, did it finally finish construction ?",topic_19,0.029991005,Neutral
Smiles required. No masks.,topic_19,0.43819928,Positive
Anyone can go to a landmark while not anyone can just walk into a random high-rise and have access to a roof or balcony. So you can only compare like with like.,topic_19,-0.089757785,Neutral
And we speak about barriers on buildings. Really?,topic_19,-0.5915194,Negative
"I remember the first time I went there they had this HUGE painting set at one end of this room; the painting must have been twenty feet wide. I took a step back to try and capture more of it in my field of vision and my leg bumped against one of the low benches they had set in the gallery. That bench was only a couple feet from the railing, and if I had tripped over it I would have toppled right over the railing and into the ballroom. It was in that moment, at the age of 14, that I truly became aware of my own mortality.",topic_19,-0.089757785,Neutral
Frank Loyd Wright was a short man and made the banister height for himself. Since it’s a national landmark it doesn’t need to meet codes in the same way.,topic_19,-0.13909245,Neutral
"the architect WANTS them to install higher barriers.  it's scumbag MAGA financier/Dophins owner steve ross, CEO of the development company, that's refused to do so.....",topic_19,-0.69625765,Negative
