Document,Topic,roberta_polarity,roberta_sentiment
Hey there I’m Josh and welcome back to let’s game it out. Insert random tornado made by him here,topic_11,0.52266544,Positive
It’s turning into the new version of the NYU library. IYKYK.,topic_11,0.29131263,Positive
"Hopefully it's changed but the attrition rate and lack of attention paid to students in general (attended from 08-12) was horrific. Basically just said ""welcome to NYC!"" then forgot you existed until you had to pay tuition and housing bills.",topic_11,-0.71629786,Negative
"Yeah but diving off a river sucks, they probably deploy a helicopter too which is $40k an hour.",topic_11,-0.7211323,Negative
Some of the people in the nyc subs disgust me.,topic_11,-0.7305939,Negative
I just don't understand this idea that NYC is just so so so resistant to change so why even bother trying to influence change... NYC is going to change every freaking day whether we want it to or not. It should at least change in a positive direction. Naysayers and doomers be damned.,topic_11,-0.65840906,Negative
"Shady property developers bending rules to suit themselves.  Not a new story, but certainly one we must always be aware of.",topic_11,-0.66403675,Negative
nymag.com,topic_11,0.039978683,Neutral
You probably hate the Oculus,topic_11,-0.63514894,Negative
It's pretty ugly so I had no affection before it started to acquire a morbid reputation. But NYC is full of ugly quasi-art and high places to jump from.,topic_11,-0.72589743,Negative
"People don't like new things. In 100 years, if it's still up, it'll be a treasure and New Yorkers will go to war to protect it. And if it gets torn down, people will act as if it was the greatest urban work since the old Penn Station before its run was tragically cut short.",topic_11,-0.62914515,Negative
I'm really looking forward to the new Penn Station. What is currently there before construction is pretty bad. I haven't seen any major public outcry about it yet but that might because the bar has been set so low...,topic_11,-0.029990975,Neutral
Why do you have to name drop being a native new yorker?  Are we supposed to defer to you or something?,topic_11,-0.62306535,Negative
I noticed a split in my immediate circle and that was just something we had in common. I didn't mean it in a condescending way. Just wanted to poll the POV difference between natives/transplants/visitors. Its not uncommon for people to make this distinction on this sub. The answers you get will vary depending on your experience of the city.,topic_11,-0.07982977,Neutral
It's fine. Not sure why everyone expects NYC to be something it's not at this point. Do you also rant about the aesthetic of Times Square?,topic_11,-0.2913126,Negative
"Disclaimer: I am a ""non-native New Yorker.""",topic_11,0.049958374,Neutral
"Native New Yorker. I've always thought it was hideous and pointless. I say tear it down, although that probably won't happen.",topic_11,-0.7211323,Negative
"Pity. If I were to ever go back to New York (last went before 9/11) I would be going with my wife, and she wouldn't be interested in going up there, but I would, so I'd probably want to go up alone.",topic_11,-0.5298956,Negative
New Jersey. You’re not missing much.,topic_11,0.3713602,Positive
"Doesn't nobody in New York like this? Like, no one likes it, I heard.",topic_11,-0.7064193,Negative
New Yorker here—can confirm we hate it. The only people who actually bother to go there are tourists.,topic_11,-0.69625765,Negative
NYC is such a crazy city I can't wait for the day I get to visit.,topic_11,0.7442769,Positive
Nah its fine.  Just avoid the bronx.,topic_11,-0.009999657,Neutral
Is this a real place I can visit?,topic_11,0.029991005,Neutral
"Popular names in NY are the acorn, or the Sharma.",topic_11,0.03997868,Neutral
you are surprised NYC politics is corrupt?,topic_11,-0.680476,Negative
He was 14 with his family. One of the new policy’s was to not allow solo visitors. Security said he was laughing with his sister right before he jumped.,topic_11,-0.21651806,Neutral
Pro tip: Do NOT stay at the Hyatt Regency in New Orleans.  It’s terrifying.,topic_11,-0.6858091,Negative
Good thing NYC doesn't have any bridges,topic_11,0.109558485,Neutral
There are a million designers in NYC who could have done more with less.,topic_11,0.06988588,Neutral
This platform in general would have dominated the last mayoral race.,topic_11,0.33637553,Positive
"Well, if Futurama has taught me anything, we'll be getting Suicide Booths in (New) New York City at some point.",topic_11,-0.1292726,Neutral
He was from New Jersey,topic_11,0.069885895,Neutral
Because of the legal liability issues when number 5 jumps. Even the worst lawyer in NYC is going to have fun when they claim (again) they didn't know this was going to happen (again).,topic_11,-0.6043678,Negative
That new station is fantastic.,topic_11,0.7573623,Positive
"I love the concept, but the execution is flawed. Its almost new and I have had to avoid the small waterfalls pouring down from the ceiling.",topic_11,-0.67506987,Negative
how about midtown manhattan?,topic_11,0.009999666,Neutral
"Oh haha I missed your flair. ""Come to Queens"" is pretty much a reflexive phrase cause this is usually such a Brooklyn/Manhattan focused sub",topic_11,0.3884727,Positive
"It's not unlike how we're exploring the decision to shut down the entire economy (again) in spite of our vaccination numbers and low breathrough rates. It's why the news reports new cases in percentages now instead of the actual numbers. ""45% new cases"" sounds better.",topic_11,-0.55805224,Negative
This is absolutely crazy one of New York City’s newest landmarks has become a suicide point in the city of New York.,topic_11,-0.7113937,Negative
Tear down the trash can,topic_11,-0.56489956,Negative
These malls would fail if you took them out of the NYC context and plopped them in some random suburb. But they’ll probably do well in NYC unless tourism slows down.,topic_11,-0.43819928,Negative
"Yes, Southeast Asia is full of places like that. Manhattan is not",topic_11,-0.059928104,Neutral
It's funny you say that because Garden State Plaza is in a random NJ suburb and it has as many visitors yearly as disney world,topic_11,0.24491866,Neutral
South Street Seaport.,topic_11,0.0599281,Neutral
That's a classy rat. Fearless.,topic_11,0.5298956,Positive
wow so New Yorker of you to bring that up like nobody knew that piece of info. You must have lived there for maybe a whole year so your basically a life long New Yorker now. Go kick rocks,topic_11,-0.641077,Negative
"Go kick rocks, bahahaha...that's the quote of the day!",topic_11,-0.17808087,Neutral
I like it.  Keeping it classy nyc.,topic_11,0.72589743,Positive
New area? That's gotta mean a bonfire's close..,topic_11,0.099668,Neutral
Give you a view of the rail yard and New Jersey. Yay.,topic_11,0.69625765,Positive
NJ is great,topic_11,0.73978305,Positive
"Well, if that's copper how it seems, unless it has been coated for preventing oxidizing, it will turn greenish. Actually I'm quite confident that with all the new materials and composite, they had chosen for a not oxidizing alloy.",topic_11,-0.06988589,Neutral
"I find the green attractive but green is one of my favorite colors in any hue. However, I would've loved to have seen the Statue of Liberty when she was the color of a brand new penny.",topic_11,0.6910695,Positive
I love a brand new penny,topic_11,0.7442769,Positive
"Fun fact: a lot of older buildings in NYC (the Woolworth for example) replaced their copper roofs with different material decades ago, but they paint the roof that shade of green because it’s what people expect it to look like.",topic_11,0.03997868,Neutral
"That green color is so iconic NY though. Woolsworth Building, Statue of Liberty, Manhattan Bridge, 40 Wall St. You see it echoed everywhere even when the material isn’t copper, like on window frames and doors. I think it’s quite nice.",topic_11,0.7305939,Positive
In Manhattan? Kinda doubt that.,topic_11,-0.33637553,Negative
"Also, you can't just ignore land. In an urban environment like NYC it can be 1/3rd of the cost.",topic_11,-0.2913126,Negative
"Also, it's a major pain in the ass doing anything in manhattan.  Parking, traffic delaying your delivery, unions.",topic_11,-0.7352223,Negative
"Queens and BK would get gentrified even more, and maybe some parks in Manhattan would be replaced by buildings.",topic_11,-0.41364443,Negative
Not sure what else you’d expect?  To smelt it in Manhattan?,topic_11,-0.26362482,Negative
I might be wrong but I doubt this will be here as long as they have existed. I give it 50 years till it is torn down.,topic_11,-0.680476,Negative
"Interesting prediction, seeing as how the two falling deaths under the WTC's Oculus resulted in no new safety measures or installations.",topic_11,-0.26362485,Negative
Minus all that pesky legalities about flying a drone outside line of sight  and the whole you can only fly drones in NYC at 5 park locations otherwise everywhere else is restricted...,topic_11,-0.46211714,Negative
NYers knew this would be an issue,topic_11,-0.4381993,Negative
"NYC always reminds me of the movie ""Rear Window""",topic_11,0.029991005,Neutral
"I grew up in NYC and after watching that movie, my sister and I started making up stories for all the people we'd see outside our window",topic_11,0.14888504,Neutral
"It's a public project in NYC so it won't be noticed until we're hundreds of millions of dollars in, two decades later.",topic_11,-0.3713602,Negative
"It says on the Wikipedia page it's funded by NYC, NY State, and the MTA though? That means they would've had to issue an RFP and go through the government contract process.",topic_11,-0.029991005,Neutral
"Receiving the middle finger is quite an honor, it's the official ""Welcome to NYC"".",topic_11,0.7487043,Positive
"Maybe you were here during Comic Con. Typically held in the Javitz center, its on the west half of Manhattan. Like the vessel.",topic_11,0.06988589,Neutral
It's basically across the street from op,topic_11,0.29131263,Positive
"I don't see anything weird or out of place in the photo. Yes, there are costumed adventurers all over the place in New York.",topic_11,0.26362485,Positive
"If you were these in October, that's definitely New York ComicCon. She might be giving you the finger because she thinks you're taking her picture without consent.",topic_11,-0.39693046,Negative
Welcome to NY! 😊,topic_11,0.7530659,Positive
Welcome to NYC!,topic_11,0.73978305,Positive
NYCC always a good time.,topic_11,0.7530659,Positive
Such a normal day in NYC,topic_11,0.62914515,Positive
Welcome to NYC 🗽,topic_11,0.641077,Positive
"Yup, looks about NY 😂",topic_11,0.25429553,Positive
"or, it becomes the new high line. hard to tell.",topic_11,-0.049958378,Neutral
Incredible construction however. I’ve always heard that implementing new infrastructure designs into NYC is a massive hassle so I wonder how long this will take them,topic_11,-0.43819928,Negative
"You have to be a government zombie to emit that kind of tripe.... the govt of NYC serves itself, not the public.",topic_11,-0.7113937,Negative
Edit: been living in NYC for a decade.,topic_11,0.2821348,Positive
"When it opened, I walked up it to check it out and I have living in NYC since 10 years now.",topic_11,0.29131263,Positive
Yeah this is a little upsetting. I have solo travelled overseas and it's great to check out the sites by yourself. I feel bad for the Europeans and others who come to visit NYC and won't be able to do this. On the plus side maybe this means they'll have a little nudge to get them to make friends in their hostel or wherever to check this out?,topic_11,-0.4777,Negative
find a new place. Never give up on your dreams.,topic_11,0.6169093,Positive
"They did you a favor, now you can do something fun in NYC that isn't vertical Times Square.",topic_11,0.62914515,Positive
"Yes. And New York already has some of the strictest gun control laws in the country, which is why the state has the 5th lowest rate of gun ownership (~20%), and the city is even lower than that. So while guns account for just over 50% of all suicides nationally, they only account for 26% in New York.",topic_11,-0.37994897,Negative
"And even in New York, it's much easier to tell one guy to put up some barriers on a pointless structure than it is to pass more gun control legislation. There's no reason we can't do both.",topic_11,-0.421899,Negative
New York rich doesn't shop there.,topic_11,-0.23549576,Neutral
Alexander Hamilton,topic_11,0.3004371,Positive
Everything’s legal in New Jersey.,topic_11,0.56489956,Positive
It’s NY’ers favorite past time 😂,topic_11,0.65270674,Positive
Hating on Jersey with friends,topic_11,-0.65840906,Negative
Even the view sucks though,topic_11,-0.7211323,Negative
Only reason I went back to NYC last year. It is truly awesome.,topic_11,0.7573623,Positive
They should reinstall it over a deep pool.,topic_11,-0.10955847,Neutral
"It is innovative but his stated reservation that ""it should be something new"" is I think unfortunately still valid. The concept feels new but unexplored. The walkways, landings and created spaces could be fantastical but it's just up and down... and frankly if the design was more interesting, a cafe would not be a bad thing, or areas for art installations, or gardens/vertical gardens/a topiary/aviary etc etc etc. If you're going that far why not go farther?",topic_11,-0.25429553,Negative
"As someone in Indiana (whose dream it is to move to New York City, that’s why I joined this sub), I think this structure is pretty cool. . .",topic_11,0.7352223,Positive
"I hope you can achieve your dream someday, but there are a lot better places in NYC, trust me. And most of them were built without stealing from New Yorkers.",topic_11,0.7013741,Positive
"Or, I heard that John Field's ""Brooklyn Bridge Tour, With Yelling"" is worth checking out as it's an action-pack exploration of New York's most famous bridge with over 150 five-star reviews on AirBnB and 3 one-star reviews on TripAdvisor because I fucking hate that platform and forget to close it down for the pandemic so some dipshits from Florida booked one of my tours and I never got an alert because their dashboard is garbage and so they called me up angry and in the rain one random-ass day in the middle of the largest global pandemic in a Century.",topic_11,-0.35399172,Negative
"When I have cool groups or black students, I’ll show them Harlem and the Hamilton house and/or Chinatown and/or FiDi, I think Chinatown is my favorite of that",topic_11,0.69625765,Positive
I worked for this company and while they built this monstrosity I was barely being paid a living wage by NYC standards. Sucks for them I guess.,topic_11,-0.7352223,Negative
"No my guy, you're imagining people who'd post up in a luxury skyscraper on the west side of Manhattan would also be the same people to move into like East New York or something?",topic_11,-0.1586485,Neutral
I dont care to see Jersey either,topic_11,-0.67506987,Negative
Source: I live in New York and work near this thing,topic_11,0.059928104,Neutral
nyc number one!!,topic_11,0.7013741,Positive
You could say the same thing about the WTC and that’s one of the most iconic New York landmarks.,topic_11,0.6106769,Positive
I feel like this is trying too hard to be a landmark.,topic_11,-0.5849799,Negative
Residential for the billionaire who could afford an apartment there for the 6 weeks a year they spend in New York,topic_11,0.21651806,Neutral
the irony of it all being done on a brand new phone or computer is what gets me,topic_11,-0.63514894,Negative
No one who lives in nyc goes to TimeSquare regularly. Only tourists who DON’T  know any better go there.,topic_11,-0.57167,Negative
"Port Authority, NYT, many large apartments, and several large businesses are by there. I have to walk through the crowds of people there every week. I have a coworker who lives on 43rd. You must not frequent that area",topic_11,-0.46211717,Negative
Hey there it's Josh and welcome back to Let's Game It Out!,topic_11,0.680476,Positive
Logan Paul here! Welcome to my new video,topic_11,0.7013741,Positive
You can't kill Manhattan.,topic_11,-0.49298793,Negative
What college is this?,topic_11,-0.04995837,Neutral
"Is it? I feel like the endless staircase to nowhere set in a soulless shopping center was a little too on the nose. It's just endless influencers and death, with no real utility or function. Sure it's a beehive, but buildings shaped like other things isn't really exciting either.  New Yorkers get enough of steel and staircases as it, I see nothing new, innovative or particularly inspiring in this thing. It just takes up a lot of space to emphasize how expensive and purposeless it is.",topic_11,-0.6858091,Negative
That’s gotta be the Power Stone in the middle right?,topic_11,0.0099996645,Neutral
NYC: the city of pointless and expensive projects,topic_11,-0.72589743,Negative
"There's the original 2012 NYC olympics bid, a huge west side stadium built on that site was the centerpiece of the NYC bid. When that bid was lost to London, it was pitched as a stadium for the Jets, which basically everyone hated.",topic_11,-0.46994525,Negative
